0;0;0;0;land;false;unknown;0
1;211;110;216;land;false;plains;1
2;102;160;243;land;false;desert;1
3;250;69;228;land;false;mountain;1
4;223;176;170;land;false;forest;1
5;200;157;152;land;false;desert;1
6;221;241;196;land;false;plains;1
7;116;248;152;land;true;forest;1
8;237;179;181;land;false;forest;1
9;213;196;188;land;false;desert;1
10;253;112;211;land;false;desert;1
11;132;186;201;land;false;desert;1
12;101;174;244;land;false;hills;1
13;229;96;210;land;false;jungle;1
14;135;177;247;land;false;forest;1
15;254;155;95;land;true;plains;1
16;171;197;134;land;false;forest;1
17;148;151;233;land;false;plains;1
18;126;208;191;land;false;plains;1
19;248;136;253;land;false;hills;1
20;218;164;141;land;true;desert;1
21;55;232;243;land;false;desert;1
22;145;221;149;land;false;plains;1
23;204;117;197;land;true;plains;1
24;60;230;227;land;true;hills;1
25;220;208;184;land;false;forest;1
26;104;195;245;land;false;desert;1
27;181;218;122;land;false;hills;1
28;156;199;162;land;true;forest;1
29;197;168;252;land;false;hills;1
30;216;151;207;land;true;mountain;1
31;229;188;134;land;true;jungle;1
32;210;56;253;land;true;forest;1
33;247;123;235;land;false;mountain;1
34;140;242;253;land;false;hills;1
35;149;151;211;land;true;jungle;1
36;172;150;232;land;false;marsh;1
37;180;165;196;land;false;desert;1
38;208;208;151;land;false;plains;1
39;248;179;86;land;false;mountain;1
40;156;225;142;land;false;hills;1
41;216;178;138;land;false;plains;1
42;139;251;150;land;false;mountain;1
43;226;94;188;land;false;forest;1
44;136;202;252;land;false;hills;1
45;161;172;214;land;true;plains;1
46;189;193;122;land;true;plains;1
47;48;250;231;land;true;plains;1
48;146;159;228;land;false;desert;1
49;166;224;140;land;false;plains;1
50;196;179;247;land;false;desert;1
51;251;188;159;land;false;desert;1
52;174;175;208;land;false;mountain;1
53;168;208;190;land;true;plains;1
54;65;248;253;land;false;desert;1
55;226;237;231;land;true;desert;1
56;215;80;219;land;false;plains;1
57;240;251;111;land;false;desert;1
58;194;199;150;land;false;desert;1
59;89;208;239;land;false;mountain;1
60;70;217;241;land;false;plains;1
61;239;193;103;land;false;hills;1
62;115;251;137;land;false;desert;1
63;141;136;248;land;true;plains;1
64;244;32;230;land;true;plains;1
65;120;239;162;land;true;jungle;1
66;237;177;184;land;false;hills;1
67;200;125;238;land;false;desert;1
68;162;175;227;land;true;plains;1
69;218;111;197;land;false;plains;1
70;250;104;153;land;false;hills;1
71;198;237;159;land;true;forest;1
72;155;209;162;land;false;mountain;1
73;50;251;236;land;false;forest;1
74;129;179;235;land;true;plains;1
75;221;189;157;land;false;mountain;1
76;253;206;156;land;false;plains;1
77;212;164;187;land;false;forest;1
78;248;168;149;land;false;hills;1
79;180;160;184;land;true;forest;1
80;248;138;215;land;false;hills;1
81;210;191;250;land;false;hills;1
82;192;247;90;land;true;plains;1
83;253;159;181;land;true;desert;1
84;234;228;63;land;false;mountain;1
85;231;215;97;land;false;plains;1
86;246;246;129;land;false;hills;1
87;207;195;240;land;false;plains;1
88;160;167;182;land;false;mountain;1
89;179;210;208;land;false;forest;1
90;163;206;171;land;false;desert;1
91;117;224;160;land;false;mountain;1
92;159;155;213;land;false;mountain;1
93;173;207;218;land;false;mountain;1
94;245;250;209;land;false;hills;1
95;121;244;162;land;false;hills;1
96;235;249;99;land;true;plains;1
97;198;179;232;land;false;forest;1
98;209;200;122;land;false;mountain;1
99;161;167;220;land;false;plains;1
100;87;249;249;land;true;plains;1
101;171;243;220;land;false;mountain;1
102;243;111;175;land;false;hills;1
103;243;202;123;land;true;plains;1
104;243;111;166;land;false;plains;1
105;254;66;225;land;true;forest;1
106;192;250;170;land;false;jungle;1
107;222;203;137;land;false;plains;1
108;69;237;196;land;false;mountain;1
109;205;172;179;land;false;plains;1
110;247;203;95;land;false;hills;1
111;58;217;234;land;false;desert;1
112;75;218;231;land;false;plains;1
113;251;188;122;land;false;forest;1
114;202;239;144;land;true;mountain;1
115;94;244;168;land;false;plains;1
116;246;217;238;land;false;mountain;1
117;232;227;61;land;false;forest;1
118;235;230;107;land;false;mountain;1
119;52;230;242;land;false;mountain;1
120;119;177;228;land;false;mountain;1
121;245;237;125;land;false;desert;1
122;68;245;230;land;true;plains;1
123;126;252;134;land;true;jungle;1
124;173;246;178;land;false;desert;1
125;104;240;240;land;true;plains;1
126;235;237;100;land;false;plains;1
127;165;241;253;land;false;plains;1
128;230;117;154;land;true;jungle;1
129;174;107;229;land;true;jungle;1
130;221;223;69;land;false;plains;1
131;251;118;227;land;false;plains;1
132;219;117;196;land;false;desert;1
133;58;247;198;land;false;mountain;1
134;107;222;252;land;false;mountain;1
135;217;214;141;land;true;mountain;1
136;176;247;99;land;true;hills;1
137;112;230;178;land;false;plains;1
138;238;243;139;land;false;forest;1
